Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Crystal Palace,Eberechi Eze,eng ENG,"MF,FW",26.0,34,31,2588.0,28.8,8.0,8.0,16.0,7.0,1.0,2.0,1.0,0.0
Crystal Palace,Ismaila Sarr,sn SEN,MF,26.0,38,30,2711.0,30.1,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0
Crystal Palace,Jefferson Lerma,co COL,"MF,DF",29.0,33,26,2274.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0
Crystal Palace,Will Hughes,eng ENG,MF,29.0,33,24,2108.0,23.4,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0
Crystal Palace,Chris Richards,us USA,DF,24.0,24,22,1922.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0
Crystal Palace,Adam Wharton,eng ENG,MF,20.0,20,16,1318.0,14.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
Crystal Palace,Daichi Kamada,jp JPN,MF,27.0,34,15,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Crystal Palace,Trevoh Chalobah,eng ENG,DF,25.0,12,12,1060.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0
Crystal Palace,Eddie Nketiah,eng ENG,"FW,MF",25.0,29,9,1034.0,11.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0
Crystal Palace,Nathaniel Clyne,eng ENG,"DF,MF",33.0,13,5,483.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crystal Palace,Justin Devenny,nir NIR,MF,20.0,23,4,507.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0
Crystal Palace,Cheick Doucouré,ml MLI,MF,24.0,13,4,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crystal Palace,Ben Chilwell,eng ENG,DF,27.0,8,1,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Crystal Palace,Romain Esse,eng ENG,MF,19.0,7,1,138.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
Crystal Palace,Odsonne Édouard,fr FRA,"MF,FW",26.0,2,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Joachim Andersen,dk DEN,DF,28.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crystal Palace,Chadi Riad,ma MAR,DF,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Joel Ward,eng ENG,DF,34.0,2,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crystal Palace,Jeffrey Schlupp,gh GHA,"MF,DF",31.0,12,0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Matheus França,br BRA,"MF,FW",20.0,4,0,55.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Crystal Palace,Jordan Ayew,gh GHA,"FW,MF",32.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crystal Palace,Caleb Kporha,eng ENG,DF,18.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Asher Agbinone,eng ENG,MF,18.0,2,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Naouirou Ahamada,fr FRA,MF,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Rob Holding,eng ENG,DF,28.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Sam Johnstone,eng ENG,GK,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Zachariah Marsh,eng ENG,FW,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Remi Matthews,eng ENG,GK,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Kaden Rodney,eng ENG,"DF,MF",19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Matt Turner,us USA,GK,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,Franco Umeh-Chibueze,ie IRL,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Jordan Pickford,eng ENG,GK,30.0,38,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0
Everton,Vitaliy Mykolenko,ua UKR,DF,25.0,35,35,3082.0,34.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0
Everton,Idrissa Gana Gueye,sn SEN,MF,34.0,37,35,3063.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0
Everton,James Tarkowski,eng ENG,DF,31.0,33,33,2922.0,32.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0
Everton,Abdoulaye Doucouré,ml MLI,MF,31.0,33,31,2564.0,28.5,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0
Everton,Iliman Ndiaye,sn SEN,FW,24.0,33,29,2430.0,27.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0
Everton,Jarrad Branthwaite,eng ENG,DF,22.0,30,28,2511.0,27.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0
Everton,Jack Harrison,eng ENG,FW,27.0,34,24,2076.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Everton,Ashley Young,eng ENG,DF,39.0,32,19,1875.0,20.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0
Everton,Dominic Calvert-Lewin,eng ENG,FW,27.0,26,19,1609.0,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0
Everton,James Garner,eng ENG,"MF,DF",23.0,21,17,1594.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0
Everton,Jake O'Brien,ie IRL,DF,23.0,20,17,1571.0,17.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0
Everton,Beto,gw GNB,FW,26.0,30,15,1534.0,17.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0
Everton,Dwight McNeil,eng ENG,"MF,FW",24.0,21,15,1371.0,15.2,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0
Everton,Jesper Lindstrøm,dk DEN,FW,24.0,25,15,1239.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
Everton,Orel Mangala,be BEL,MF,26.0,19,14,1261.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
Everton,Michael Keane,eng ENG,DF,31.0,14,11,1049.0,11.7,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0
Everton,Carlos Alcaraz,ar ARG,"FW,MF",21.0,15,7,764.0,8.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0
Everton,Tim Iroegbunam,eng ENG,MF,21.0,18,5,574.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0
Everton,Armando Broja,al ALB,FW,22.0,10,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Everton,Nathan Patterson,sct SCO,DF,22.0,10,3,347.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Everton,Séamus Coleman,ie IRL,DF,35.0,5,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Everton,Roman Dixon,eng ENG,DF,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Harrison Armstrong,eng ENG,MF,17.0,3,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Everton,Youssef Chermiti,pt POR,"FW,MF",20.0,4,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Everton,Mason Holgate,jm JAM,"FW,DF",27.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Callum Bates,eng ENG,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Asmir Begović,ba BIH,GK,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Coby Ebere,de GER,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Isaac Heath,eng ENG,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Neal Maupay,fr FRA,"FW,MF",27.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Jenson Metcalfe,eng ENG,MF,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Martin Sherif,nl NED,FW,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,João Virgínia,pt POR,GK,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everton,Reece Welch,eng ENG,DF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,Max Kilman,eng ENG,DF,27.0,38,38,3348.0,37.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0
West Ham,Aaron Wan-Bissaka,cd COD,DF,26.0,36,35,3154.0,35.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0
West Ham,Jarrod Bowen,eng ENG,"FW,MF",27.0,34,34,2973.0,33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0
West Ham,Mohammed Kudus,gh GHA,"FW,MF",23.0,32,31,2590.0,28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,1.0
West Ham,Tomáš Souček,cz CZE,MF,29.0,35,30,2567.0,28.5,9.0,1.0,10.0,9.0,0.0,0.0,8.0,0.0
West Ham,Lucas Paquetá,br BRA,"MF,FW",26.0,33,27,2380.0,26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0
West Ham,Emerson Palmieri,it ITA,DF,29.0,31,26,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0
West Ham,Alphonse Areola,fr FRA,GK,31.0,26,25,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,Konstantinos Mavropanos,gr GRE,DF,26.0,33,21,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
West Ham,Jean-Clair Todibo,fr FRA,DF,24.0,27,20,1825.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
West Ham,Edson Álvarez,mx MEX,MF,26.0,28,20,1772.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0
West Ham,Guido Rodríguez,ar ARG,MF,30.0,23,16,1149.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0
West Ham,Carlos Soler,es ESP,"MF,FW",27.0,31,14,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0
West Ham,Łukasz Fabiański,pl POL,GK,39.0,14,13,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
West Ham,James Ward-Prowse,eng ENG,MF,29.0,15,12,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
West Ham,Vladimír Coufal,cz CZE,DF,31.0,22,11,1067.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
West Ham,Michail Antonio,jm JAM,FW,34.0,14,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0
West Ham,Aaron Cresswell,eng ENG,DF,34.0,18,10,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
West Ham,Crysencio Summerville,nl NED,"FW,MF",22.0,19,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
West Ham,Oliver Scarles,eng ENG,"DF,FW",18.0,15,7,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
West Ham,Niclas Füllkrug,de GER,FW,31.0,18,6,790.0,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0
West Ham,Danny Ings,eng ENG,"FW,MF",32.0,15,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
West Ham,Andy Irving,sct SCO,MF,24.0,10,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
West Ham,Evan Ferguson,ie IRL,FW,19.0,8,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,Luis Guilherme,br BRA,"MF,FW",18.0,12,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,Lewis Orford,eng ENG,MF,18.0,2,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,Kaelan Casey,eng ENG,DF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,Wes Foderingham,eng ENG,GK,33.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,Ezra Mayers,bb BRB,DF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Bruno Fernandes,pt POR,MF,29.0,36,35,3018.0,33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0
Manchester Utd,André Onana,cm CMR,GK,28.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Noussair Mazraoui,ma MAR,DF,26.0,37,34,2838.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
Manchester Utd,Diogo Dalot,pt POR,DF,25.0,33,31,2814.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0
Manchester Utd,Matthijs de Ligt,nl NED,DF,24.0,29,25,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0
Manchester Utd,Alejandro Garnacho,ar ARG,"MF,FW",20.0,36,23,2199.0,24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0
Manchester Utd,Rasmus Højlund,dk DEN,FW,21.0,32,23,2004.0,22.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0
Manchester Utd,Manuel Ugarte,uy URU,MF,23.0,29,22,1785.0,19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0
Manchester Utd,Amad Diallo,ci CIV,"MF,FW",22.0,26,20,1901.0,21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0
Manchester Utd,Lisandro Martínez,ar ARG,DF,26.0,20,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0
Manchester Utd,Harry Maguire,eng ENG,DF,31.0,27,19,1758.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0
Manchester Utd,Kobbie Mainoo,eng ENG,MF,19.0,25,19,1651.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Manchester Utd,Casemiro,br BRA,MF,32.0,24,18,1494.0,16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0
Manchester Utd,Joshua Zirkzee,nl NED,"FW,MF",23.0,32,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0
Manchester Utd,Leny Yoro,fr FRA,DF,18.0,21,12,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Manchester Utd,Marcus Rashford,eng ENG,"FW,MF",26.0,15,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0
Manchester Utd,Christian Eriksen,dk DEN,MF,32.0,23,11,1061.0,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0
Manchester Utd,Patrick Dorgu,dk DEN,DF,19.0,12,10,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Manchester Utd,Mason Mount,eng ENG,MF,25.0,17,8,622.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
Manchester Utd,Victor Lindelöf,se SWE,DF,30.0,16,6,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manchester Utd,Altay Bayındır,tr TUR,GK,26.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Luke Shaw,eng ENG,DF,29.0,7,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manchester Utd,Harry Amass,eng ENG,DF,17.0,5,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Jonny Evans,nir NIR,DF,36.0,7,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manchester Utd,Ayden Heaven,eng ENG,DF,17.0,4,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manchester Utd,Tyler Fredricson,eng ENG,DF,19.0,2,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Tyrell Malacia,nl NED,DF,24.0,3,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manchester Utd,Chidozie Obi-Martin,dk DEN,FW,16.0,7,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manchester Utd,Toby Collyer,eng ENG,MF,20.0,6,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Antony,br BRA,"DF,MF",24.0,8,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Scott McTominay,sct SCO,MF,27.0,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Jayce Fitzgerald,eng ENG,MF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Jack Fletcher,eng ENG,MF,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Hubert Graczyk,pl POL,GK,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Elyh Harrison,eng ENG,GK,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Tom Heaton,eng ENG,GK,38.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Sekou Koné,ml MLI,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Godwill Kukonki,eng ENG,DF,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Dermot Mee,nir NIR,GK,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Jack Moorhouse,eng ENG,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester Utd,Ethan Wheatley,eng ENG,FW,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Rayan Aït-Nouri,dz ALG,DF,23.0,37,37,3109.0,34.5,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0
Wolves,João Gomes,br BRA,MF,23.0,36,35,2974.0,33.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0
Wolves,Nélson Semedo,pt POR,DF,30.0,34,32,2886.0,32.1,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0
Wolves,André,br BRA,MF,23.0,33,31,2472.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Wolves,Toti Gomes,pt POR,DF,25.0,31,30,2614.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0
Wolves,Jørgen Strand Larsen,no NOR,FW,24.0,35,30,2587.0,28.7,14.0,4.0,18.0,14.0,0.0,0.0,4.0,0.0
Wolves,José Sá,pt POR,GK,31.0,29,29,2609.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Wolves,Matheus Cunha,br BRA,"MF,FW",25.0,33,29,2597.0,28.9,15.0,6.0,21.0,15.0,0.0,0.0,4.0,0.0
Wolves,Matt Doherty,ie IRL,DF,32.0,30,25,2109.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0
Wolves,Jean-Ricner Bellegarde,ht HAI,"MF,FW",26.0,35,20,1677.0,18.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0
Wolves,Santiago Bueno,uy URU,DF,25.0,29,18,1687.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Wolves,Emmanuel Agbadou,ci CIV,DF,27.0,16,16,1410.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
Wolves,Mario Lemina,ga GAB,"MF,DF",30.0,17,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0
Wolves,Marshall Munetsi,zw ZIM,"MF,FW",28.0,14,12,1078.0,12.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
Wolves,Gonçalo Guedes,pt POR,"MF,FW",27.0,29,10,995.0,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0
Wolves,Craig Dawson,eng ENG,DF,34.0,15,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Wolves,Pablo Sarabia,es ESP,"MF,FW",32.0,23,7,814.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0
Wolves,Rodrigo Gomes,pt POR,"DF,FW",21.0,25,7,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Wolves,Sam Johnstone,eng ENG,GK,31.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Hwang Hee-chan,kr KOR,"MF,FW",28.0,21,5,661.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Wolves,Yerson Mosquera,co COL,DF,23.0,5,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Wolves,Tommy Doyle,eng ENG,MF,22.0,24,3,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Wolves,Daniel Bentley,eng ENG,GK,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Carlos Forbs,pt POR,"MF,FW",20.0,10,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Wolves,Pedro Lima,br BRA,DF,18.0,3,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Nasser Djiga,bf BFA,DF,21.0,5,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Daniel Podence,pt POR,"MF,FW",28.0,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Chiquinho,pt POR,MF,24.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Mateus Mane,Inconnu,MF,24.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Tom King,wls WAL,GK,29.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Alfie Pond,eng ENG,DF,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Boubacar Traoré,ml MLI,MF,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Tawanda Chirewa,zw ZIM,MF,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Luke Cundle,eng ENG,MF,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Tom Edozie,eng ENG,MF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Bastien Meupiyou,fr FRA,DF,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolves,Wesley Okoduwa,eng ENG,FW,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,Pedro Porro,es ESP,DF,24.0,33,28,2610.0,29.0,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0
Tottenham,Dejan Kulusevski,se SWE,"MF,FW",24.0,32,27,2389.0,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0
Tottenham,Dominic Solanke,eng ENG,FW,26.0,27,25,2201.0,24.5,9.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0
Tottenham,Brennan Johnson,wls WAL,FW,23.0,33,24,2177.0,24.2,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0
Tottenham,Guglielmo Vicario,it ITA,GK,27.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tottenham,Son Heung-min,kr KOR,FW,32.0,30,24,2110.0,23.4,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0
Tottenham,Destiny Udogie,it ITA,DF,21.0,25,24,1924.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
Tottenham,Pape Matar Sarr,sn SEN,MF,21.0,36,22,1913.0,21.3,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0
Tottenham,James Maddison,eng ENG,MF,27.0,31,21,1809.0,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0
Tottenham,Rodrigo Bentancur,uy URU,MF,27.0,26,21,1645.0,18.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0
Tottenham,Djed Spence,eng ENG,DF,23.0,25,19,1792.0,19.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0
Tottenham,Archie Gray,eng ENG,"DF,MF",18.0,28,19,1751.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tottenham,Cristian Romero,ar ARG,DF,26.0,18,18,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
Tottenham,Yves Bissouma,ml MLI,MF,27.0,28,16,1408.0,15.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0
Tottenham,Ben Davies,wls WAL,DF,31.0,17,14,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Tottenham,Radu Drăgușin,ro ROU,DF,22.0,16,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tottenham,Micky van de Ven,nl NED,DF,23.0,13,12,1015.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0
